reportNum,bugNum
1,0
2,1
3,1
4,2
5,2
6,3
7,3
8,4
9,5
10,6
11,7
12,8
13,9
14,9
15,10
16,10
17,10
18,11
19,12
20,13
21,13
22,13
23,13
24,14
25,14
26,14
27,15
28,15
29,15
30,16
31,16
32,17
33,17
34,17
35,17
36,17
37,17
38,17
39,18
40,18
41,18
42,18
43,18
44,18
45,18
46,18
47,18
48,18
49,18
50,18
51,18
52,18
53,18
54,18
55,18
56,18
57,18
58,18
59,18
60,18
61,18
62,18
63,18
64,18
65,18
66,18
67,18
68,18
69,18
70,18
71,18
72,18
73,18
74,18
75,18
76,18
77,18
78,18
79,18
80,18
81,18
82,18
83,18
84,18
85,18
86,18
87,18
88,18
89,18
90,18
91,18
92,18
93,18
94,18
95,18
96,18
97,18
98,18
99,18
100,18
101,18
102,18
103,18
104,18
105,18
106,18
107,18
108,18
109,18
110,18
111,18
112,18
113,18
114,18
115,18
116,18
117,18
118,18
119,18
120,18
121,18
122,18
123,18
124,18
125,18
126,18
127,18
128,18
129,18
130,18
131,18
