reportNum,bugNum
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,1
39,2
40,3
41,4
42,4
43,5
44,6
45,6
46,6
47,7
48,7
49,8
50,8
51,8
52,8
53,8
54,8
55,8
56,8
57,8
58,8
59,8
60,8
61,8
62,8
63,9
64,9
65,10
66,10
67,10
68,11
69,12
70,13
71,13
72,14
73,15
74,15
75,15
76,15
77,15
78,15
79,16
80,16
81,16
82,17
83,17
84,17
85,17
86,18
87,18
88,19
89,19
90,19
91,20
92,20
93,21
94,21
95,21
96,21
97,21
98,21
99,21
100,21
101,21
102,21
103,22
104,22
105,22
106,23
107,23
108,24
109,25
110,26
111,26
112,27
113,27
114,27
115,27
116,27
117,27
118,27
119,27
120,27
121,27
122,28
123,29
124,29
125,29
126,29
127,29
128,29
129,29
130,30
131,30
132,30
133,30
134,30
135,31
136,31
137,32
138,32
139,32
140,32
141,32
142,32
143,32
144,32
145,32
146,32
147,32
148,32
149,32
150,32
151,32
152,32
153,32
154,32
155,33
156,33
157,33
158,33
159,33
160,33
161,33
162,33
163,33
164,33
165,33
166,33
167,33
168,33
169,33
170,33
171,34
172,34
173,34
174,35
175,36
176,36
177,36
178,36
179,36
180,36
181,36
182,37
183,37
184,37
185,37
186,37
187,37
188,37
189,37
190,37
191,37
192,37
193,37
194,37
195,37
196,37
197,37
198,37
199,37
200,37
201,37
202,37
203,37
204,37
205,37
206,37
207,37
208,37
209,37
210,37
211,38
212,38
213,38
214,38
215,38
216,38
217,38
218,38
219,38
220,38
221,38
222,38
223,38
224,38
225,38
226,38
227,38
228,38
229,38
230,38
231,38
232,38
233,38
234,38
235,38
236,38
237,38
238,38
239,38
240,38
241,38
242,38
243,38
244,38
245,38
246,38
247,38
248,38
249,38
250,38
251,38
252,38
253,38
254,39
255,39
256,39
257,39
258,39
259,39
260,39
261,39
262,39
263,39
264,40
265,40
266,40
267,40
268,40
269,40
270,40
271,40
272,40
273,40
274,40
275,40
276,40
277,40
278,40
279,40
280,40
281,40
282,40
283,40
284,40
285,40
286,40
287,40
288,40
289,40
290,40
291,40
292,40
293,40
294,40
295,40
296,40
297,40
298,40
299,40
300,40
301,40
302,40
303,40
304,40
305,40
306,40
307,40
308,40
309,40
310,40
311,40
312,40
313,40
314,40
315,40
316,40
317,40
318,40
319,40
320,40
321,40
322,40
323,40
324,40
