reportNum,bugNum
1,1
2,2
3,3
4,4
5,5
6,5
7,6
8,6
9,7
10,8
11,9
12,10
13,11
14,11
15,12
16,13
17,14
18,15
19,15
20,16
21,17
22,18
23,19
24,19
25,19
26,20
27,21
28,22
29,23
30,24
31,24
32,25
33,26
34,26
35,27
36,28
37,29
38,30
39,30
40,31
41,31
42,32
43,32
44,32
45,33
46,33
47,33
48,33
49,33
50,33
51,33
52,33
53,33
54,33
55,34
56,34
57,35
58,35
59,35
60,35
61,35
62,36
63,36
64,36
65,37
66,38
67,38
68,39
69,40
70,41
71,41
72,41
73,42
74,42
75,43
76,44
77,44
78,44
79,45
80,46
81,47
82,47
83,47
84,48
85,48
86,49
87,50
88,50
89,50
90,50
91,50
92,50
93,50
94,51
95,51
96,51
97,51
98,51
99,51
100,51
101,51
102,51
103,51
104,51
105,51
106,51
107,51
108,51
109,51
110,51
111,51
112,51
113,51
114,51
115,51
116,51
117,52
118,52
119,53
120,53
121,54
122,55
123,55
124,55
125,55
126,55
127,55
128,56
129,56
130,56
131,56
132,57
133,57
134,57
135,57
136,57
137,57
138,57
139,57
140,57
141,57
142,57
143,57
144,57
145,57
146,58
147,58
148,58
149,58
150,58
151,58
152,58
153,58
154,58
155,58
156,59
157,59
158,59
159,59
160,59
161,59
162,59
163,59
164,59
165,59
166,60
167,61
168,61
169,61
170,61
171,62
172,62
173,62
174,62
175,62
176,62
177,62
178,63
179,64
180,65
181,65
182,66
183,66
184,66
185,66
186,66
187,67
188,68
189,68
190,68
191,68
192,68
193,68
194,68
195,68
196,68
197,68
198,69
199,69
200,69
201,69
202,69
203,69
204,69
205,69
206,69
207,70
208,70
209,70
210,70
211,70
212,70
213,70
214,70
215,70
216,70
217,70
218,70
219,70
220,70
221,70
222,71
223,72
224,73
225,73
226,73
227,74
228,74
229,74
230,74
231,74
232,74
233,75
234,75
235,75
236,76
237,76
238,76
239,76
240,76
241,77
242,77
243,77
244,77
245,77
246,77
247,77
248,77
249,77
250,77
251,77
252,77
253,77
254,77
255,77
256,77
257,77
258,78
259,78
260,78
261,78
262,78
263,78
264,79
265,79
266,80
267,80
268,80
269,80
270,81
271,81
272,81
273,81
274,81
275,81
276,81
277,81
278,81
279,81
280,81
281,81
282,81
283,81
284,81
285,81
286,81
287,81
288,81
289,81
290,81
291,81
292,81
293,82
294,83
295,83
296,83
297,83
298,83
299,83
300,83
301,83
302,83
303,83
304,83
305,83
306,83
307,83
308,83
309,83
310,84
311,84
312,84
313,84
314,84
315,84
316,85
317,85
318,85
319,85
320,85
321,85
322,86
323,86
324,86
325,86
326,86
327,86
328,86
329,86
330,86
331,86
332,86
333,86
334,86
335,86
336,86
337,86
338,86
339,86
340,86
341,86
342,86
343,86
344,86
345,87
346,87
347,87
348,87
349,87
350,87
351,87
352,87
353,87
354,87
355,87
356,87
357,87
358,87
359,87
360,87
361,87
362,87
363,87
364,87
365,87
366,87
367,87
368,87
369,87
370,87
371,87
372,87
373,87
374,87
375,87
376,87
377,87
378,87
379,87
380,87
381,87
382,87
383,87
384,87
385,87
386,87
387,88
388,88
389,88
390,88
391,88
392,88
393,88
394,88
395,88
396,88
397,88
398,88
399,88
400,88
401,88
402,88
403,88
404,88
405,88
406,88
407,88
408,88
409,88
410,88
411,88
412,88
413,88
414,88
415,88
416,88
417,88
418,88
419,88
420,88
421,88
422,88
423,88
424,89
425,89
426,89
427,89
428,89
429,89
430,89
431,89
432,89
433,89
434,89
435,89
436,90
437,90
438,90
439,91
440,92
441,92
442,92
443,92
444,92
445,93
446,93
447,93
448,93
449,93
450,93
451,93
452,93
453,93
454,93
455,93
456,93
457,93
458,94
459,94
460,94
461,95
462,95
463,95
464,95
465,95
466,95
467,95
468,95
469,95
470,95
471,95
472,95
473,95
474,95
475,95
476,95
477,95
478,95
479,95
480,96
481,96
482,96
483,96
484,96
485,96
486,96
487,96
488,96
489,96
490,96
491,96
492,96
493,96
494,96
495,96
496,96
497,96
498,96
499,97
500,97
501,97
502,97
503,97
504,97
505,98
506,98
507,98
508,98
509,98
510,98
511,98
512,98
513,98
514,98
515,98
516,98
517,98
518,98
519,98
520,98
521,98
522,98
523,98
524,98
525,98
526,98
527,98
528,98
529,98
530,98
531,98
532,98
533,98
534,98
535,98
536,98
537,98
538,98
539,98
540,98
541,98
542,98
543,98
544,98
545,98
546,98
547,98
548,98
549,98
550,98
551,98
552,98
553,98
554,98
555,98
556,98
557,98
558,98
559,98
560,98
561,98
562,98
563,98
