min,first-quarter,median,third-quarter,max
0,0,0,0,0
0,0,0,0,0
0,0.00862069,0.00862069,0.017241379,0.025862069
0,0.017699115,0.017699115,0.026548673,0.03539823
0.009615385,0.019230769,0.019230769,0.461538462,0.471153846
0.02688172,0.032258065,0.032258065,0.037634409,0.043010753
0.025862069,0.034482759,0.034482759,0.043103448,0.051724138
0.026845638,0.040268456,0.040268456,0.046979866,0.053691275
0.036144578,0.042168675,0.042168675,0.048192771,0.054216867
0.035087719,0.052631579,0.052631579,0.061403509,0.070175439
0.040650407,0.056910569,0.056910569,0.471544715,0.471544715
0.044642857,0.0625,0.0625,0.071428571,0.080357143
0.064814815,0.074074074,0.074074074,0.083333333,0.092592593
0.078212291,0.083798883,0.083798883,0.324022346,0.329608939
0.097087379,0.106796117,0.106796117,0.116504854,0.126213592
0.100671141,0.11409396,0.11409396,0.120805369,0.127516779
0.106060606,0.121212121,0.121212121,0.128787879,0.136363636
0.134328358,0.149253731,0.149253731,0.156716418,0.164179104
0.149253731,0.164179104,0.164179104,0.171641791,0.179104478
0.175,0.18,0.18,0.185,0.19
0.170454545,0.181818182,0.181818182,0.1875,0.193181818
0.176470588,0.18627451,0.18627451,0.196078431,0.205882353
0.176470588,0.18627451,0.196078431,0.196078431,0.205882353
0.199029126,0.203883495,0.203883495,0.208737864,0.766990291
0.198198198,0.207207207,0.207207207,0.216216216,0.225225225
0.201680672,0.210084034,0.210084034,0.218487395,0.226890756
0.204918033,0.213114754,0.213114754,0.221311475,0.229508197
0.203045685,0.21319797,0.21319797,0.345177665,0.350253807
0.205607477,0.214953271,0.214953271,0.224299065,0.23364486
0.209677419,0.217741935,0.217741935,0.225806452,0.233870968
0.212765957,0.219858156,0.219858156,0.226950355,0.397163121
0.219512195,0.227642276,0.227642276,0.235772358,0.243902439
0.216666667,0.233333333,0.233333333,0.241666667,0.25
0.230769231,0.239316239,0.239316239,0.247863248,0.256410256
0.233333333,0.24,0.24,0.246666667,0.426666667
0.229007634,0.244274809,0.244274809,0.251908397,0.259541985
0.241025641,0.246153846,0.246153846,0.251282051,0.256410256
0.228571429,0.247619048,0.247619048,0.504761905,0.514285714
0.232758621,0.25,0.25,0.25862069,0.267241379
0.232758621,0.25,0.25,0.25862069,0.267241379
0.248,0.256,0.256,0.264,0.272
0.247863248,0.256410256,0.256410256,0.264957265,0.273504274
0.255639098,0.263157895,0.263157895,0.270676692,0.278195489
0.266055046,0.275229358,0.275229358,0.28440367,0.293577982
0.269565217,0.286956522,0.286956522,0.295652174,0.304347826
0.278481013,0.291139241,0.291139241,0.297468354,0.303797468
0.297468354,0.303797468,0.303797468,0.310126582,0.316455696
0.299212598,0.307086614,0.307086614,0.472440945,0.480314961
0.314720812,0.319796954,0.319796954,0.324873096,0.329949239
0.192893401,0.319796954,0.319796954,0.324873096,0.329949239
0.306306306,0.324324324,0.324324324,0.333333333,0.342342342
0.324786325,0.333333333,0.333333333,0.341880342,0.35042735
0.326732673,0.346534653,0.346534653,0.356435644,0.366336634
0.348275862,0.351724138,0.351724138,0.710344828,0.713793103
0.024590164,0.352459016,0.352459016,0.360655738,0.368852459
0.337579618,0.350318471,0.353503185,0.356687898,0.363057325
0.338582677,0.346456693,0.354330709,0.354330709,0.362204724
0.35042735,0.358974359,0.358974359,0.367521368,0.376068376
0.352459016,0.360655738,0.360655738,0.364754098,0.549180328
0.356557377,0.360655738,0.364754098,0.364754098,0.549180328
0.351724138,0.365517241,0.365517241,0.372413793,0.379310345
0.368794326,0.375886525,0.375886525,0.382978723,0.390070922
0.366336634,0.376237624,0.376237624,0.386138614,0.396039604
0.365591398,0.376344086,0.376344086,0.38172043,0.655913978
0.369230769,0.376923077,0.376923077,0.384615385,0.392307692
0.37345679,0.37962963,0.37962963,0.382716049,0.385802469
0.372972973,0.383783784,0.383783784,0.389189189,0.394594595
0.372972973,0.383783784,0.383783784,0.389189189,0.394594595
0.266666667,0.384615385,0.384615385,0.38974359,0.394871795
0.375,0.385869565,0.385869565,0.391304348,0.39673913
0.380434783,0.385869565,0.385869565,0.391304348,0.39673913
0.373015873,0.388888889,0.388888889,0.396825397,0.404761905
0.252941176,0.394117647,0.394117647,0.4,0.405882353
0.378378378,0.396396396,0.396396396,0.405405405,0.414414414
0.258823529,0.394117647,0.397058824,0.4,0.405882353
0.391304348,0.4,0.4,0.408695652,0.417391304
0.400630915,0.403785489,0.405362776,0.406940063,0.410094637
0.4,0.406451613,0.406451613,0.412903226,0.419354839
0.406626506,0.412650602,0.412650602,0.415662651,0.418674699
0.40776699,0.417475728,0.417475728,0.427184466,0.436893204
0.409302326,0.418604651,0.418604651,0.423255814,0.427906977
0.422222222,0.42962963,0.42962963,0.433333333,0.437037037
0.420382166,0.433121019,0.433121019,0.439490446,0.445859873
0.425,0.433333333,0.433333333,0.441666667,0.45
0.428571429,0.43697479,0.43697479,0.445378151,0.453781513
0.428571429,0.43697479,0.43697479,0.453781513,0.453781513
0.261538462,0.438461538,0.438461538,0.446153846,0.453846154
0.435684647,0.439834025,0.439834025,0.443983402,0.44813278
0.364583333,0.444444444,0.444444444,0.447916667,0.451388889
0.371024735,0.45229682,0.45229682,0.455830389,0.459363958
0.451612903,0.459677419,0.459677419,0.467741935,0.475806452
0.451327434,0.460176991,0.460176991,0.469026549,0.477876106
0.453125,0.4609375,0.4609375,0.46875,0.625
0.456852792,0.461928934,0.461928934,0.467005076,0.472081218
0.446969697,0.462121212,0.462121212,0.46969697,0.477272727
0.453125,0.4609375,0.46484375,0.46875,0.625
0.36900369,0.372693727,0.464944649,0.464944649,0.468634686
0.460869565,0.465217391,0.465217391,0.573913043,0.57826087
