min,first-quarter,median,third-quarter,max
0.03125,0.03125,0.03125,0.03125,0.03125
0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
0.3,0.3,0.3,0.3,0.3
0.304347826,0.304347826,0.304347826,0.304347826,0.304347826
0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
0.347826087,0.347826087,0.347826087,0.347826087,0.347826087
0.347826087,0.347826087,0.347826087,0.347826087,0.347826087
0.4,0.4,0.4,0.4,0.4
0.411764706,0.411764706,0.411764706,0.411764706,0.411764706
0.416666667,0.416666667,0.416666667,0.416666667,0.416666667
0.451612903,0.451612903,0.451612903,0.451612903,0.451612903
0.515151515,0.515151515,0.515151515,0.515151515,0.515151515
0.529411765,0.529411765,0.529411765,0.529411765,1
0.533333333,0.533333333,0.533333333,0.533333333,1
0.611111111,0.611111111,0.611111111,0.611111111,1
0.622641509,0.622641509,0.622641509,0.622641509,0.622641509
0.622641509,0.622641509,0.622641509,0.622641509,0.622641509
0.647058824,0.647058824,0.647058824,0.647058824,0.647058824
0.666666667,0.666666667,0.666666667,0.666666667,0.916666667
0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
0.666666667,0.666666667,0.666666667,0.666666667,0.777777778
0.666666667,0.666666667,0.666666667,0.666666667,0.777777778
0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
0.676470588,0.676470588,0.676470588,0.676470588,0.676470588
0.695652174,0.695652174,0.695652174,0.695652174,0.956521739
0.696969697,0.696969697,0.696969697,0.696969697,0.696969697
0.7,0.7,0.7,0.7,0.7
0.717948718,0.717948718,0.717948718,0.717948718,0.717948718
0.719298246,0.719298246,0.719298246,0.719298246,0.719298246
0.724137931,0.724137931,0.724137931,0.896551724,0.896551724
0.724137931,0.724137931,0.724137931,0.896551724,0.896551724
0.740740741,0.740740741,0.740740741,0.740740741,0.740740741
0.742857143,0.742857143,0.742857143,0.742857143,0.771428571
0.744186047,0.744186047,0.744186047,0.837209302,1
0.75,0.75,0.75,0.75,0.75
0.763157895,0.763157895,0.763157895,0.763157895,1
0.770833333,0.770833333,0.770833333,0.770833333,0.770833333
0.772727273,0.772727273,0.772727273,0.772727273,0.772727273
0.777777778,0.777777778,0.777777778,0.777777778,0.777777778
0.777777778,0.777777778,0.777777778,0.777777778,0.777777778
0.782608696,0.782608696,0.782608696,0.782608696,0.956521739
0.785714286,0.785714286,0.785714286,0.785714286,0.904761905
0.789473684,0.789473684,0.789473684,0.789473684,0.842105263
