reportNum,bugNum
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,1
31,2
32,3
33,4
34,5
35,6
36,7
37,7
38,8
39,9
40,9
41,9
42,9
43,9
44,9
45,9
46,10
47,10
48,10
49,10
50,10
51,11
52,11
53,12
54,12
55,12
56,12
57,13
58,13
59,13
60,13
61,13
62,13
63,13
64,14
65,14
66,14
67,14
68,14
69,14
70,14
71,14
72,14
73,14
74,14
75,14
76,14
77,14
78,14
79,14
80,14
81,15
82,15
83,15
84,15
85,15
86,15
87,15
88,15
89,16
90,16
91,16
92,16
93,16
94,16
95,16
96,16
97,16
98,16
99,16
100,16
101,16
102,16
103,16
104,16
105,16
106,16
107,16
108,16
109,16
110,16
111,16
112,16
113,16
114,16
