reportNum,bugNum
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,10
12,11
13,11
14,12
15,12
16,12
17,12
18,13
19,14
20,14
21,14
22,14
23,14
24,14
25,15
26,16
27,16
28,16
29,16
30,16
31,16
32,16
33,16
34,16
35,16
36,17
37,17
38,17
39,17
40,17
41,17
42,17
43,17
44,17
45,17
46,17
47,18
48,18
49,18
50,18
51,18
52,18
53,18
54,19
55,20
56,20
57,20
58,20
59,20
60,21
61,21
62,21
63,21
64,21
65,21
66,21
67,21
68,21
69,21
70,21
71,21
72,21
73,22
74,22
75,22
76,22
77,22
78,22
79,22
80,22
81,22
82,22
83,22
84,22
85,22
86,22
87,22
88,22
89,22
90,22
91,22
92,22
93,22
94,22
95,22
96,22
97,22
98,22
99,22
100,22
101,22
102,22
103,22
104,22
105,22
106,22
107,22
108,22
109,22
110,22
111,22
112,22
113,22
114,22
115,22
116,22
117,22
118,22
119,22
120,22
121,22
122,22
123,22
124,22
125,22
126,22
127,22
128,22
129,22
130,22
131,22
132,22
133,22
134,22
135,22
136,22
137,22
138,22
139,22
140,22
141,22
142,22
143,22
144,22
145,22
146,22
147,22
148,22
149,22
150,22
151,22
152,22
153,22
154,22
155,22
